Pair.Name,Ligand.ApprovedSymbol,Ligand.Name,Receptor.ApprovedSymbol,Receptor.Name
SEMA4B_DCBLD2,SEMA4B,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B",DCBLD2,"discoidin, CUB and LCCL domain containing 2"
SEMA4C_PLXNB2,SEMA4C,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C",PLXNB2,plexin B2
SEMA4D_CD72,SEMA4D,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",CD72,CD72 molecule
SEMA4D_ERBB2,SEMA4D,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",ERBB2,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2
SEMA4D_MET,SEMA4D,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",MET,met proto-oncogene
SEMA4D_PLXNB1,SEMA4D,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",PLXNB1,plexin B1
SEMA4D_PLXNB2,SEMA4D,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",PLXNB2,plexin B2
SEMA4F_NRP2,SEMA4F,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F",NRP2,neuropilin 2
SEMA4G_PLXNB2,SEMA4G,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G",PLXNB2,plexin B2
SEMA5A_MET,SEMA5A,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",MET,met proto-oncogene
SEMA5A_PLXNB3,SEMA5A,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",PLXNB3,plexin B3
SEMA6A_PLXNA2,SEMA6A,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A",PLXNA2,plexin A2
SEMA6A_PLXNA4,SEMA6A,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A",PLXNA4,plexin A4
SEMA6D_KDR,SEMA6D,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",KDR,kinase insert domain receptor (a type III receptor tyrosine kinase)
SEMA6D_PLXNA1,SEMA6D,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",PLXNA1,plexin A1
SEMA6D_TREM2,SEMA6D,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",TREM2,triggering receptor expressed on myeloid cells 2
SEMA6D_TYROBP,SEMA6D,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",TYROBP,TYRO protein tyrosine kinase binding protein
SEMA7A_ITGA1,SEMA7A,"semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)",ITGA1,"integrin, alpha 1"
SEMA7A_ITGB1,SEMA7A,"semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)",ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
SEMA7A_PLXNC1,SEMA7A,"semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)",PLXNC1,plexin C1
SERPINA1_LRP1,SERPINA1,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1",LRP1,low density lipoprotein receptor-related protein 1
SERPINA7_SLC16A2,SERPINA7,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7",SLC16A2,"solute carrier family 16, member 2 (thyroid hormone transporter)"
SERPINC1_GPC1,SERPINC1,"serpin peptidase inhibitor, clade C (antithrombin), member 1",GPC1,glypican 1
SERPINC1_LRP1,SERPINC1,"serpin peptidase inhibitor, clade C (antithrombin), member 1",LRP1,low density lipoprotein receptor-related protein 1
SERPINC1_SDC2,SERPINC1,"serpin peptidase inhibitor, clade C (antithrombin), member 1",SDC2,syndecan 2
SERPINE1_ITGAV,SERPINE1,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",ITGAV,"integrin, alpha V"
SERPINE1_ITGB5,SERPINE1,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",ITGB5,"integrin, beta 5"
SERPINE1_LRP1,SERPINE1,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",LRP1,low density lipoprotein receptor-related protein 1
SERPINE1_LRP2,SERPINE1,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",LRP2,low density lipoprotein receptor-related protein 2
SERPINE1_PLAUR,SERPINE1,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",PLAUR,"plasminogen activator, urokinase receptor"
SERPINE2_LRP1,SERPINE2,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2",LRP1,low density lipoprotein receptor-related protein 1
SERPING1_LRP1,SERPING1,"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1",LRP1,low density lipoprotein receptor-related protein 1
SERPING1_SELE,SERPING1,"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1",SELE,selectin E
SERPING1_SELP,SERPING1,"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1",SELP,"selectin P (granule membrane protein 140kDa, antigen CD62)"
SFRP1_FZD2,SFRP1,secreted frizzled-related protein 1,FZD2,frizzled class receptor 2
SFRP1_FZD6,SFRP1,secreted frizzled-related protein 1,FZD6,frizzled class receptor 6
SFTPA1_TLR2,SFTPA1,surfactant protein A1,TLR2,toll-like receptor 2
SFTPA2_CD93,SFTPA2,surfactant protein A2,CD93,CD93 molecule
SFTPD_LY96,SFTPD,surfactant protein D,LY96,lymphocyte antigen 96
SFTPD_TLR4,SFTPD,surfactant protein D,TLR4,toll-like receptor 4
SHANK1_ABCA1,SHANK1,SH3 and multiple ankyrin repeat domains 1,ABCA1,"ATP-binding cassette, sub-family A (ABC1), member 1"
SHANK1_BAI2,SHANK1,SH3 and multiple ankyrin repeat domains 1,BAI2,brain-specific angiogenesis inhibitor 2
SHANK1_LPHN1,SHANK1,SH3 and multiple ankyrin repeat domains 1,LPHN1,latrophilin 1
SHANK1_LPHN2,SHANK1,SH3 and multiple ankyrin repeat domains 1,LPHN2,latrophilin 2
SHANK1_SSTR2,SHANK1,SH3 and multiple ankyrin repeat domains 1,SSTR2,somatostatin receptor 2
SHBG_CD177,SHBG,sex hormone-binding globulin,CD177,CD177 molecule
SHBG_CLDN4,SHBG,sex hormone-binding globulin,CLDN4,claudin 4
SHBG_SLC37A1,SHBG,sex hormone-binding globulin,SLC37A1,"solute carrier family 37 (glucose-6-phosphate transporter), member 1"
SHH_BOC,SHH,sonic hedgehog,BOC,"BOC cell adhesion associated, oncogene regulated"
SHH_CDON,SHH,sonic hedgehog,CDON,"cell adhesion associated, oncogene regulated"
SHH_GPC5,SHH,sonic hedgehog,GPC5,glypican 5
SHH_HHIP,SHH,sonic hedgehog,HHIP,hedgehog interacting protein
SHH_LRP2,SHH,sonic hedgehog,LRP2,low density lipoprotein receptor-related protein 2
SHH_PTCH1,SHH,sonic hedgehog,PTCH1,patched 1
SHH_PTCH2,SHH,sonic hedgehog,PTCH2,patched 2
SHH_SMO,SHH,sonic hedgehog,SMO,"smoothened, frizzled class receptor"
SLIT1_GPC1,SLIT1,slit homolog 1 (Drosophila),GPC1,glypican 1
SLIT1_ROBO1,SLIT1,slit homolog 1 (Drosophila),ROBO1,"roundabout, axon guidance receptor, homolog 1 (Drosophila)"
SLIT1_SDC1,SLIT1,slit homolog 1 (Drosophila),SDC1,syndecan 1
SLIT2_DCC,SLIT2,slit homolog 2 (Drosophila),DCC,deleted in colorectal carcinoma
SLIT2_GPC1,SLIT2,slit homolog 2 (Drosophila),GPC1,glypican 1
SLIT2_ROBO1,SLIT2,slit homolog 2 (Drosophila),ROBO1,"roundabout, axon guidance receptor, homolog 1 (Drosophila)"
SLIT2_ROBO2,SLIT2,slit homolog 2 (Drosophila),ROBO2,"roundabout, axon guidance receptor, homolog 2 (Drosophila)"
SLIT2_ROBO4,SLIT2,slit homolog 2 (Drosophila),ROBO4,"roundabout, axon guidance receptor, homolog 4 (Drosophila)"
SLIT2_SDC1,SLIT2,slit homolog 2 (Drosophila),SDC1,syndecan 1
SLIT3_ROBO2,SLIT3,slit homolog 3 (Drosophila),ROBO2,"roundabout, axon guidance receptor, homolog 2 (Drosophila)"
SLPI_CD4,SLPI,secretory leukocyte peptidase inhibitor,CD4,CD4 molecule
SORBS1_INSR,SORBS1,sorbin and SH3 domain containing 1,INSR,insulin receptor
SORBS1_ITGA1,SORBS1,sorbin and SH3 domain containing 1,ITGA1,"integrin, alpha 1"
SORBS1_ITGB5,SORBS1,sorbin and SH3 domain containing 1,ITGB5,"integrin, beta 5"
SOST_LRP5,SOST,sclerostin,LRP5,low density lipoprotein receptor-related protein 5
SOST_LRP6,SOST,sclerostin,LRP6,low density lipoprotein receptor-related protein 6
SPINK1_EGFR,SPINK1,"serine peptidase inhibitor, Kazal type 1",EGFR,epidermal growth factor receptor
SPINK1_NRSN1,SPINK1,"serine peptidase inhibitor, Kazal type 1",NRSN1,neurensin 1
SPINT1_ST14,SPINT1,"serine peptidase inhibitor, Kunitz type 1",ST14,suppression of tumorigenicity 14 (colon carcinoma)
SPON2_ITGAM,SPON2,"spondin 2, extracellular matrix protein",ITGAM,"integrin, alpha M (complement component 3 receptor 3 subunit)"
SPON2_ITGB2,SPON2,"spondin 2, extracellular matrix protein",ITGB2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
SPP1_CD44,SPP1,secreted phosphoprotein 1,CD44,CD44 molecule (Indian blood group)
SPP1_ITGA4,SPP1,secreted phosphoprotein 1,ITGA4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"
SPP1_ITGA5,SPP1,secreted phosphoprotein 1,ITGA5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
SPP1_ITGA9,SPP1,secreted phosphoprotein 1,ITGA9,"integrin, alpha 9"
SPP1_ITGAV,SPP1,secreted phosphoprotein 1,ITGAV,"integrin, alpha V"
SPP1_ITGB1,SPP1,secreted phosphoprotein 1,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
SPP1_S1PR1,SPP1,secreted phosphoprotein 1,S1PR1,sphingosine-1-phosphate receptor 1
SST_SSTR1,SST,somatostatin,SSTR1,somatostatin receptor 1
SST_SSTR2,SST,somatostatin,SSTR2,somatostatin receptor 2
SST_SSTR3,SST,somatostatin,SSTR3,somatostatin receptor 3
SST_SSTR4,SST,somatostatin,SSTR4,somatostatin receptor 4
SST_SSTR5,SST,somatostatin,SSTR5,somatostatin receptor 5
SYTL3_NRXN1,SYTL3,synaptotagmin-like 3,NRXN1,neurexin 1
TAC1_TACR1,TAC1,"tachykinin, precursor 1",TACR1,tachykinin receptor 1
TAC1_TACR2,TAC1,"tachykinin, precursor 1",TACR2,tachykinin receptor 2
TAC1_TACR3,TAC1,"tachykinin, precursor 1",TACR3,tachykinin receptor 3
TAC3_TACR1,TAC3,tachykinin 3,TACR1,tachykinin receptor 1
TAC3_TACR2,TAC3,tachykinin 3,TACR2,tachykinin receptor 2
TAC3_TACR3,TAC3,tachykinin 3,TACR3,tachykinin receptor 3
TAC4_TACR1,TAC4,tachykinin 4 (hemokinin),TACR1,tachykinin receptor 1
TAC4_TACR2,TAC4,tachykinin 4 (hemokinin),TACR2,tachykinin receptor 2
TAC4_TACR3,TAC4,tachykinin 4 (hemokinin),TACR3,tachykinin receptor 3
TCN2_CNR1,TCN2,transcobalamin II,CNR1,cannabinoid receptor 1 (brain)
TCN2_LRP2,TCN2,transcobalamin II,LRP2,low density lipoprotein receptor-related protein 2
TCTN1_TMEM67,TCTN1,tectonic family member 1,TMEM67,transmembrane protein 67
TDGF1_ACVR1B,TDGF1,teratocarcinoma-derived growth factor 1,ACVR1B,"activin A receptor, type IB"
TDGF1_ACVR1C,TDGF1,teratocarcinoma-derived growth factor 1,ACVR1C,"activin A receptor, type IC"
TDGF1_ACVR2A,TDGF1,teratocarcinoma-derived growth factor 1,ACVR2A,"activin A receptor, type IIA"
TDGF1_ACVR2B,TDGF1,teratocarcinoma-derived growth factor 1,ACVR2B,"activin A receptor, type IIB"
TDGF1_GPC1,TDGF1,teratocarcinoma-derived growth factor 1,GPC1,glypican 1
TFPI_F3,TFPI,tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor),F3,"coagulation factor III (thromboplastin, tissue factor)"
TFPI_LRP1,TFPI,tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor),LRP1,low density lipoprotein receptor-related protein 1
TFPI_SDC4,TFPI,tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor),SDC4,syndecan 4
TFPI_VLDLR,TFPI,tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor),VLDLR,very low density lipoprotein receptor
TF_GPR162,TF,transferrin,GPR162,G protein-coupled receptor 162
TF_TFR2,TF,transferrin,TFR2,transferrin receptor 2
TF_TFRC,TF,transferrin,TFRC,transferrin receptor
TGFA_EGFR,TGFA,"transforming growth factor, alpha",EGFR,epidermal growth factor receptor
TGFA_ERBB2,TGFA,"transforming growth factor, alpha",ERBB2,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2
TGFA_ERBB3,TGFA,"transforming growth factor, alpha",ERBB3,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3
TGFA_ERBB4,TGFA,"transforming growth factor, alpha",ERBB4,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4
TGFB1_ACVRL1,TGFB1,"transforming growth factor, beta 1",ACVRL1,activin A receptor type II-like 1
TGFB1_CAV1,TGFB1,"transforming growth factor, beta 1",CAV1,"caveolin 1, caveolae protein, 22kDa"
TGFB1_CD109,TGFB1,"transforming growth factor, beta 1",CD109,CD109 molecule
TGFB1_CXCR4,TGFB1,"transforming growth factor, beta 1",CXCR4,chemokine (C-X-C motif) receptor 4
TGFB1_ENG,TGFB1,"transforming growth factor, beta 1",ENG,endoglin
TGFB1_ITGAV,TGFB1,"transforming growth factor, beta 1",ITGAV,"integrin, alpha V"
TGFB1_ITGB6,TGFB1,"transforming growth factor, beta 1",ITGB6,"integrin, beta 6"
TGFB1_ITGB8,TGFB1,"transforming growth factor, beta 1",ITGB8,"integrin, beta 8"
TGFB1_SDC2,TGFB1,"transforming growth factor, beta 1",SDC2,syndecan 2
TGFB1_TGFBR1,TGFB1,"transforming growth factor, beta 1",TGFBR1,"transforming growth factor, beta receptor 1"
TGFB1_TGFBR2,TGFB1,"transforming growth factor, beta 1",TGFBR2,"transforming growth factor, beta receptor II (70/80kDa)"
TGFB1_TGFBR3,TGFB1,"transforming growth factor, beta 1",TGFBR3,"transforming growth factor, beta receptor III"
TGFB2_ACVR1,TGFB2,"transforming growth factor, beta 2",ACVR1,"activin A receptor, type I"
TGFB2_ENG,TGFB2,"transforming growth factor, beta 2",ENG,endoglin
TGFB2_TGFBR1,TGFB2,"transforming growth factor, beta 2",TGFBR1,"transforming growth factor, beta receptor 1"
TGFB2_TGFBR2,TGFB2,"transforming growth factor, beta 2",TGFBR2,"transforming growth factor, beta receptor II (70/80kDa)"
TGFB2_TGFBR3,TGFB2,"transforming growth factor, beta 2",TGFBR3,"transforming growth factor, beta receptor III"
TGFB3_ACVRL1,TGFB3,"transforming growth factor, beta 3",ACVRL1,activin A receptor type II-like 1
TGFB3_ENG,TGFB3,"transforming growth factor, beta 3",ENG,endoglin
TGFB3_TGFBR1,TGFB3,"transforming growth factor, beta 3",TGFBR1,"transforming growth factor, beta receptor 1"
TGFB3_TGFBR2,TGFB3,"transforming growth factor, beta 3",TGFBR2,"transforming growth factor, beta receptor II (70/80kDa)"
TGFB3_TGFBR3,TGFB3,"transforming growth factor, beta 3",TGFBR3,"transforming growth factor, beta receptor III"
TGM2_GPR56,TGM2,transglutaminase 2,GPR56,G protein-coupled receptor 56
TGM2_ITGA4,TGM2,transglutaminase 2,ITGA4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"
TGM2_ITGA9,TGM2,transglutaminase 2,ITGA9,"integrin, alpha 9"
TGM2_ITGB1,TGM2,transglutaminase 2,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
TGM2_ITGB3,TGM2,transglutaminase 2,ITGB3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"
TGM2_SDC4,TGM2,transglutaminase 2,SDC4,syndecan 4
TGM2_TBXA2R,TGM2,transglutaminase 2,TBXA2R,thromboxane A2 receptor
TG_ASGR1,TG,thyroglobulin,ASGR1,asialoglycoprotein receptor 1
TG_LRP2,TG,thyroglobulin,LRP2,low density lipoprotein receptor-related protein 2
THBS1_CD36,THBS1,thrombospondin 1,CD36,CD36 molecule (thrombospondin receptor)
THBS1_CD47,THBS1,thrombospondin 1,CD47,CD47 molecule
THBS1_ITGA2B,THBS1,thrombospondin 1,ITGA2B,"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"
THBS1_ITGA3,THBS1,thrombospondin 1,ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
THBS1_ITGA4,THBS1,thrombospondin 1,ITGA4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"
THBS1_ITGA6,THBS1,thrombospondin 1,ITGA6,"integrin, alpha 6"
THBS1_ITGB1,THBS1,thrombospondin 1,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
THBS1_ITGB3,THBS1,thrombospondin 1,ITGB3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"
THBS1_LRP1,THBS1,thrombospondin 1,LRP1,low density lipoprotein receptor-related protein 1
THBS1_LRP5,THBS1,thrombospondin 1,LRP5,low density lipoprotein receptor-related protein 5
THBS1_SCARB1,THBS1,thrombospondin 1,SCARB1,"scavenger receptor class B, member 1"
THBS1_SDC1,THBS1,thrombospondin 1,SDC1,syndecan 1
THBS1_SDC4,THBS1,thrombospondin 1,SDC4,syndecan 4
THBS1_TNFRSF11B,THBS1,thrombospondin 1,TNFRSF11B,"tumor necrosis factor receptor superfamily, member 11b"
THBS2_CD47,THBS2,thrombospondin 2,CD47,CD47 molecule
THBS2_ITGA4,THBS2,thrombospondin 2,ITGA4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"
THBS2_ITGA6,THBS2,thrombospondin 2,ITGA6,"integrin, alpha 6"
THBS2_ITGB1,THBS2,thrombospondin 2,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
THBS2_NOTCH3,THBS2,thrombospondin 2,NOTCH3,notch 3
THBS2_NOTCH4,THBS2,thrombospondin 2,NOTCH4,notch 4
THPO_MPL,THPO,thrombopoietin,MPL,myeloproliferative leukemia virus oncogene
THPO_SIRPB1,THPO,thrombopoietin,SIRPB1,signal-regulatory protein beta 1
TIMP1_CD63,TIMP1,TIMP metallopeptidase inhibitor 1,CD63,CD63 molecule
TIMP2_ITGA3,TIMP2,TIMP metallopeptidase inhibitor 2,ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
TIMP2_ITGB1,TIMP2,TIMP metallopeptidase inhibitor 2,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
TIMP3_AGTR2,TIMP3,TIMP metallopeptidase inhibitor 3,AGTR2,"angiotensin II receptor, type 2"
TIMP3_KDR,TIMP3,TIMP metallopeptidase inhibitor 3,KDR,kinase insert domain receptor (a type III receptor tyrosine kinase)
TNC_CNTN1,TNC,tenascin C,CNTN1,contactin 1
TNC_EGFR,TNC,tenascin C,EGFR,epidermal growth factor receptor
TNC_ITGA2,TNC,tenascin C,ITGA2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"
TNC_ITGA5,TNC,tenascin C,ITGA5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
TNC_ITGA7,TNC,tenascin C,ITGA7,"integrin, alpha 7"
TNC_ITGA8,TNC,tenascin C,ITGA8,"integrin, alpha 8"
TNC_ITGA9,TNC,tenascin C,ITGA9,"integrin, alpha 9"
TNC_ITGAV,TNC,tenascin C,ITGAV,"integrin, alpha V"
TNC_ITGB1,TNC,tenascin C,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
TNC_NT5E,TNC,tenascin C,NT5E,"5'-nucleotidase, ecto (CD73)"
TNC_PTPRB,TNC,tenascin C,PTPRB,"protein tyrosine phosphatase, receptor type, B"
TNC_PTPRZ1,TNC,tenascin C,PTPRZ1,"protein tyrosine phosphatase, receptor-type, Z polypeptide 1"
TNC_SDC1,TNC,tenascin C,SDC1,syndecan 1
TNC_SDC4,TNC,tenascin C,SDC4,syndecan 4
TNFSF10_TNFRSF10A,TNFSF10,"tumor necrosis factor (ligand) superfamily, member 10",TNFRSF10A,"tumor necrosis factor receptor superfamily, member 10a"
TNFSF10_TNFRSF10B,TNFSF10,"tumor necrosis factor (ligand) superfamily, member 10",TNFRSF10B,"tumor necrosis factor receptor superfamily, member 10b"
TNFSF10_TNFRSF10C,TNFSF10,"tumor necrosis factor (ligand) superfamily, member 10",TNFRSF10C,"tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain"
TNFSF10_TNFRSF10D,TNFSF10,"tumor necrosis factor (ligand) superfamily, member 10",TNFRSF10D,"tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain"
TNFSF10_TNFRSF11B,TNFSF10,"tumor necrosis factor (ligand) superfamily, member 10",TNFRSF11B,"tumor necrosis factor receptor superfamily, member 11b"
TNFSF11_TNFRSF11A,TNFSF11,"tumor necrosis factor (ligand) superfamily, member 11",TNFRSF11A,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator"
TNFSF11_TNFRSF11B,TNFSF11,"tumor necrosis factor (ligand) superfamily, member 11",TNFRSF11B,"tumor necrosis factor receptor superfamily, member 11b"
TNFSF12_TNFRSF12A,TNFSF12,"tumor necrosis factor (ligand) superfamily, member 12",TNFRSF12A,"tumor necrosis factor receptor superfamily, member 12A"
TNFSF12_TNFRSF25,TNFSF12,"tumor necrosis factor (ligand) superfamily, member 12",TNFRSF25,"tumor necrosis factor receptor superfamily, member 25"
TNFSF13B_TNFRSF13B,TNFSF13B,"tumor necrosis factor (ligand) superfamily, member 13b",TNFRSF13B,"tumor necrosis factor receptor superfamily, member 13B"
TNFSF13B_TNFRSF13C,TNFSF13B,"tumor necrosis factor (ligand) superfamily, member 13b",TNFRSF13C,"tumor necrosis factor receptor superfamily, member 13C"
TNFSF13B_TNFRSF17,TNFSF13B,"tumor necrosis factor (ligand) superfamily, member 13b",TNFRSF17,"tumor necrosis factor receptor superfamily, member 17"
TNFSF13_FAS,TNFSF13,"tumor necrosis factor (ligand) superfamily, member 13",FAS,Fas cell surface death receptor
TNFSF13_SDC2,TNFSF13,"tumor necrosis factor (ligand) superfamily, member 13",SDC2,syndecan 2
TNFSF13_TNFRSF11B,TNFSF13,"tumor necrosis factor (ligand) superfamily, member 13",TNFRSF11B,"tumor necrosis factor receptor superfamily, member 11b"
TNFSF13_TNFRSF13B,TNFSF13,"tumor necrosis factor (ligand) superfamily, member 13",TNFRSF13B,"tumor necrosis factor receptor superfamily, member 13B"
TNFSF13_TNFRSF14,TNFSF13,"tumor necrosis factor (ligand) superfamily, member 13",TNFRSF14,"tumor necrosis factor receptor superfamily, member 14"
TNFSF13_TNFRSF17,TNFSF13,"tumor necrosis factor (ligand) superfamily, member 13",TNFRSF17,"tumor necrosis factor receptor superfamily, member 17"
TNFSF13_TNFRSF1A,TNFSF13,"tumor necrosis factor (ligand) superfamily, member 13",TNFRSF1A,"tumor necrosis factor receptor superfamily, member 1A"
